词语	词性	词频	一元概率
122万	m	1	0.000007
1233.79亿	m	1	0.000007
1246.62亿	m	1	0.000007
1246.8万	m	1	0.000007
12474万	m	1	0.000007
1250万	m	1	0.000007
1256.86万	m	1	0.000007
125万	m	1	0.000007
126.79亿	m	1	0.000007
127.8亿	m	1	0.000007
1270万	m	1	0.000007
1278.7亿	m	1	0.000007
1288.83亿	m	1	0.000007
128万	m	1	0.000007
1292万	m	1	0.000007
129万	m	1	0.000007
12日	t	1	0.000007
13.57亿	m	1	0.000007
13.63亿	m	1	0.000007
13.68亿	m	1	0.000007
13.7亿	m	1	0.000007
131.5亿	m	1	0.000007
1312万	m	1	0.000007
13249.97万	m	1	0.000007
1326.38万	m	1	0.000007
1345万	m	1	0.000007
1353.45亿	m	1	0.000007
1356万	m	1	0.000007
136.39亿	m	1	0.000007
13618.11亿	m	1	0.000007
1375.98万	m	1	0.000007
1376.05万	m	1	0.000007
138.04亿	m	1	0.000007
138.19亿	m	1	0.000007
138.63亿	m	1	0.000007
1382.9亿	m	1	0.000007
1393.2亿	m	1	0.000007
14.06亿	m	1	0.000007
14.2亿	m	1	0.000007
14.54亿	m	1	0.000007
14.61万	m	1	0.000007
14.66亿	m	1	0.000007
14.97亿	m	1	0.000007
140.5亿	m	1	0.000007
1405.5亿	m	1	0.000007
141.32万	m	1	0.000007
142.53亿	m	1	0.000007
1426.93万	m	1	0.000007
144.7亿	m	1	0.000007
1446.77万	m	1	0.000007
1451.94亿	m	1	0.000007
14546.55万	m	1	0.000007
1467.41万	m	1	0.000007
146万	m	1	0.000007
146亿	m	1	0.000007
1476.8万	m	1	0.000007
1477.5亿	m	1	0.000007
148.7亿	m	1	0.000007
1488万	m	1	0.000007
148亿	m	1	0.000007
1497.68亿	m	1	0.000007
14:00-16:00	m	1	0.000007
15.15亿	m	1	0.000007
15.1万	m	1	0.000007
15.2亿	m	1	0.000007
15.31亿	m	1	0.000007
15.3亿	m	1	0.000007
15.46亿	m	1	0.000007
15.4亿	m	1	0.000007
15.73亿	m	1	0.000007
15.7亿	m	1	0.000007
1507万	m	1	0.000007
1508.5亿	m	1	0.000007
150万	m	1	0.000007
151.85亿	m	1	0.000007
1514万	m	1	0.000007
1519亿	m	1	0.000007
151万	m	1	0.000007
1523.4亿	m	1	0.000007
15337.2亿	m	1	0.000007
15347.57亿	m	1	0.000007
153万	m	1	0.000007
155.7亿	m	1	0.000007
156.37亿	m	1	0.000007
1561万	m	1	0.000007
1563.54亿	m	1	0.000007
156亿	m	1	0.000007
157.71亿	m	1	0.000007
1576万	m	1	0.000007
1580.6亿	m	1	0.000007
1587.9亿	m	1	0.000007
1588.69万	m	1	0.000007
1590.5亿	m	1	0.000007
1592.63万	m	1	0.000007
16.08亿	m	1	0.000007
16.25万	m	1	0.000007
16.3亿	m	1	0.000007
16.43亿	m	1	0.000007
16.45万亿	m	1	0.000007
16.4亿	m	1	0.000007
16.6万	m	1	0.000007
16.7万	m	1	0.000007
16.7亿	m	1	0.000007
16.86亿	m	1	0.000007
16.8亿	m	1	0.000007
16.98万	m	1	0.000007
160.3亿	m	1	0.000007
160.84亿	m	1	0.000007
160.8亿	m	1	0.000007
161.6亿	m	1	0.000007
162.72亿	m	1	0.000007
163.78万	m	1	0.000007
163.95亿	m	1	0.000007
1637.28亿	m	1	0.000007
1648.03亿	m	1	0.000007
1658万	m	1	0.000007
166.43亿	m	1	0.000007
167.37万	m	1	0.000007
1675.8亿	m	1	0.000007
168.9亿	m	1	0.000007
1695.92亿	m	1	0.000007
17.14亿	m	1	0.000007
17.2亿	m	1	0.000007
1700万	m	1	0.000007
171.2亿	m	1	0.000007
171.8亿	m	1	0.000007
171万	m	1	0.000007
172.58万	m	1	0.000007
172.94亿	m	1	0.000007
172012年	t	1	0.000007
1725万	m	1	0.000007
174.43亿	m	1	0.000007
1750.75亿	m	1	0.000007
1750万	m	1	0.000007
178.77亿	m	1	0.000007
17874.45万	m	1	0.000007
178万	m	1	0.000007
179.9亿	m	1	0.000007
18.71万	m	1	0.000007
18.75万	m	1	0.000007
18.8亿	m	1	0.000007
18.9亿	m	1	0.000007
180.13亿	m	1	0.000007
180.6亿	m	1	0.000007
1800万	m	1	0.000007
1802.6亿	m	1	0.000007
1808.1亿	m	1	0.000007
1809万	m	1	0.000007
180万	m	1	0.000007
1824.56亿	m	1	0.000007
1846.72亿	m	1	0.000007
1847.67亿	m	1	0.000007
185万	m	1	0.000007
187.61千	m	1	0.000007
1871.2亿	m	1	0.000007
188.64亿	m	1	0.000007
189.8亿	m	1	0.000007
1898.46万	m	1	0.000007
18万	m	1	0.000007
18亿	m	1	0.000007
19.77亿	m	1	0.000007
190.1亿	m	1	0.000007
1911年	t	1	0.000007
1938.29亿	m	1	0.000007
193万	m	1	0.000007
194.49亿	m	1	0.000007
1945.42亿	m	1	0.000007
1949年	t	1	0.000007
1952万	m	1	0.000007
1957.72亿	m	1	0.000007
195亿	m	1	0.000007
197.36亿	m	1	0.000007
1974.2亿	m	1	0.000007
1977亿	m	1	0.000007
1988年	t	1	0.000007
1991万	m	1	0.000007
1992年	t	1	0.000007
1995年	t	1	0.000007
1Mbps	n	1	0.000007
1∶0.8	m	1	0.000007
1∶0.9	m	1	0.000007
1：00--4：00	m	1	0.000007
1月份	t	1	0.000007
2.04亿	m	1	0.000007
2.05亿	m	1	0.000007
2.06亿	m	1	0.000007
2.0亿	m	1	0.000007
2.14亿	m	1	0.000007
2.15亿	m	1	0.000007
2.1亿	m	1	0.000007
2.37亿	m	1	0.000007
2.39亿	m	1	0.000007
2.3万	m	1	0.000007
2.51亿	m	1	0.000007
2.52亿	m	1	0.000007
2.53万	m	1	0.000007
2.5万	m	1	0.000007
2.61万	m	1	0.000007
2.74亿	m	1	0.000007
2.76亿	m	1	0.000007
2.77亿	m	1	0.000007
2.88亿	m	1	0.000007
2.96亿	m	1	0.000007
20-50万	m	1	0.000007
20.1亿	m	1	0.000007
200.6亿	m	1	0.000007
200.86亿	m	1	0.000007
2000亿	m	1	0.000007
2004-2006	m	1	0.000007
2007-2009	m	1	0.000007
2009-2012	m	1	0.000007
200—320	m	1	0.000007
2010-2020	m	1	0.000007
20101.33亿	m	1	0.000007
2014.09.03	m	1	0.000007
2014.09.06	m	1	0.000007
2014.09.19	m	1	0.000007
2015.83亿	m	1	0.000007
2016年	t	1	0.000007
2030.24亿	m	1	0.000007
2031万	m	1	0.000007
205-2008	m	1	0.000007
206.3亿	m	1	0.000007
206.8亿	m	1	0.000007
2065.13亿	m	1	0.000007
2065.16亿	m	1	0.000007
2068.07亿	m	1	0.000007
207.4亿	m	1	0.000007
2078.1亿	m	1	0.000007
2079.39亿	m	1	0.000007
2085.76亿	m	1	0.000007
2087.51亿	m	1	0.000007
20970.49亿	m	1	0.000007
20Mbps	n	1	0.000007
21.07亿	m	1	0.000007
21.29万	m	1	0.000007
21.44亿	m	1	0.000007
21.73亿	m	1	0.000007
21.7亿	m	1	0.000007
2102.6亿	m	1	0.000007
2116.59亿	m	1	0.000007
212.86万	m	1	0.000007
2131.33亿	m	1	0.000007
2144.88亿	m	1	0.000007
2158.49亿	m	1	0.000007
2169万	m	1	0.000007
216万	m	1	0.000007
217.17亿	m	1	0.000007
218.29亿	m	1	0.000007
2192万	m	1	0.000007
21亿	m	1	0.000007
22.18亿	m	1	0.000007
22.2万	m	1	0.000007
22.5亿	m	1	0.000007
22.61万	m	1	0.000007
22.6亿	m	1	0.000007
22.76亿	m	1	0.000007
22.77亿	m	1	0.000007
22.7亿	m	1	0.000007
22.9亿	m	1	0.000007
2202.63亿	m	1	0.000007
2208.96亿	m	1	0.000007
221万	m	1	0.000007
22268.09亿	m	1	0.000007
223.1亿	m	1	0.000007
223.38亿	m	1	0.000007
224.72亿	m	1	0.000007
2248万	m	1	0.000007
2255.6亿	m	1	0.000007
225亿	m	1	0.000007
2285.9亿	m	1	0.000007
2299.51亿	m	1	0.000007
22G	n	1	0.000007
22万	m	1	0.000007
23.6亿	m	1	0.000007
23.89亿	m	1	0.000007
23.8亿	m	1	0.000007
23.9亿	m	1	0.000007
2305.06万	m	1	0.000007
2309万	m	1	0.000007
230万亿	m	1	0.000007
230亿	m	1	0.000007
2315.79亿	m	1	0.000007
2345.83亿	m	1	0.000007
2352.11亿	m	1	0.000007
235万	m	1	0.000007
236万	m	1	0.000007
237.12亿	m	1	0.000007
237亿	m	1	0.000007
238.59亿	m	1	0.000007
2380.43万	m	1	0.000007
2381.36亿	m	1	0.000007
2382.3亿	m	1	0.000007
239.84亿	m	1	0.000007
2392.63万	m	1	0.000007
2396.26亿	m	1	0.000007
2397.09万	m	1	0.000007
24.22万	m	1	0.000007
24.44万	m	1	0.000007
24.5亿	m	1	0.000007
24.7亿	m	1	0.000007
2400Gbps	n	1	0.000007
2447.98亿	m	1	0.000007
245.86亿	m	1	0.000007
2450.36亿	m	1	0.000007
247亿	m	1	0.000007
24亿	m	1	0.000007
25.14亿	m	1	0.000007
25.3亿	m	1	0.000007
25.6亿	m	1	0.000007
25.84亿	m	1	0.000007
2508.45亿	m	1	0.000007
25093.69万	m	1	0.000007
250万	m	1	0.000007
253万	m	1	0.000007
254.35万	m	1	0.000007
254.79亿	m	1	0.000007
255.79亿	m	1	0.000007
2556.74亿	m	1	0.000007
256.22亿	m	1	0.000007
256万	m	1	0.000007
2576.83亿	m	1	0.000007
25833.8亿	m	1	0.000007
25亿	m	1	0.000007
26.10亿	m	1	0.000007
26.1亿	m	1	0.000007
26.2亿	m	1	0.000007
26.4亿	m	1	0.000007
2615.2万	m	1	0.000007
262.59万	m	1	0.000007
262.85亿	m	1	0.000007
2627万	m	1	0.000007
263.63万亿	m	1	0.000007
2656.26亿	m	1	0.000007
265万	m	1	0.000007
266.8亿	m	1	0.000007
2669.49亿	m	1	0.000007
27.05万	m	1	0.000007
27.21万	m	1	0.000007
27.2万	m	1	0.000007
27.3亿	m	1	0.000007
27.6亿	m	1	0.000007
27.7亿	m	1	0.000007
27059.48万	m	1	0.000007
271.72亿	m	1	0.000007
271亿	m	1	0.000007
274.2亿	m	1	0.000007
27日	t	1	0.000007
27万	m	1	0.000007
27亿	m	1	0.000007
28.04亿	m	1	0.000007
28.3亿	m	1	0.000007
28.56亿	m	1	0.000007
28.5亿	m	1	0.000007
28.61亿	m	1	0.000007
28.8亿	m	1	0.000007
280万	m	1	0.000007
2829.7亿	m	1	0.000007
283.3亿	m	1	0.000007
283.5万	m	1	0.000007
28446.41亿	m	1	0.000007
288.1亿	m	1	0.000007
2893.38亿	m	1	0.000007
29.3亿	m	1	0.000007
290.1万	m	1	0.000007
293.75亿	m	1	0.000007
2936万	m	1	0.000007
2940万	m	1	0.000007
295亿	m	1	0.000007
2960万	m	1	0.000007
298.88亿	m	1	0.000007
2985万	m	1	0.000007
2:00-4:00	m	1	0.000007
2万	m	1	0.000007
3.11万	m	1	0.000007
3.21亿	m	1	0.000007
3.2亿	m	1	0.000007
3.31亿	m	1	0.000007
3.33亿	m	1	0.000007
3.34亿	m	1	0.000007
3.35亿	m	1	0.000007
3.38亿	m	1	0.000007
3.40亿	m	1	0.000007
3.41亿	m	1	0.000007
3.43亿	m	1	0.000007
3.45万	m	1	0.000007
3.4亿	m	1	0.000007
3.51亿	m	1	0.000007
3.53万亿	m	1	0.000007
3.62亿	m	1	0.000007
30.49万	m	1	0.000007
30.65亿	m	1	0.000007
30.6亿	m	1	0.000007
30.89亿	m	1	0.000007
30.9亿	m	1	0.000007
3000亿	m	1	0.000007
3008.3万	m	1	0.000007
301.13亿	m	1	0.000007
301.74亿	m	1	0.000007
3018万	m	1	0.000007
302.74亿	m	1	0.000007
304万	m	1	0.000007
306万	m	1	0.000007
31.7亿	m	1	0.000007
31.9亿	m	1	0.000007
3101.54亿	m	1	0.000007
3103亿	m	1	0.000007
310万	m	1	0.000007
310亿	m	1	0.000007
3148.29亿	m	1	0.000007
31548.41亿	m	1	0.000007
3183.74亿	m	1	0.000007
318万	m	1	0.000007
32.05亿	m	1	0.000007
32.4亿	m	1	0.000007
320.76亿	m	1	0.000007
3200万	m	1	0.000007
321.9万	m	1	0.000007
321.9亿	m	1	0.000007
322.8亿	m	1	0.000007
3224.39亿	m	1	0.000007
3250万	m	1	0.000007
3252.94万	m	1	0.000007
328.2万	m	1	0.000007
3291.93亿	m	1	0.000007
3294.02亿	m	1	0.000007
32万	m	1	0.000007
33.28亿	m	1	0.000007
33.2亿	m	1	0.000007
33.3亿	m	1	0.000007
33.7亿	m	1	0.000007
3302.9亿	m	1	0.000007
3317.34亿	m	1	0.000007
33186.41亿	m	1	0.000007
333.57亿	m	1	0.000007
333.6万	m	1	0.000007
3350万	m	1	0.000007
335亿	m	1	0.000007
336.58亿	m	1	0.000007
337.92亿	m	1	0.000007
3393.2亿	m	1	0.000007
3396.7亿	m	1	0.000007
3398万	m	1	0.000007
3399万	m	1	0.000007
34.2亿	m	1	0.000007
34.34亿	m	1	0.000007
34.57亿	m	1	0.000007
34.5亿	m	1	0.000007
34.69万	m	1	0.000007
3404万	m	1	0.000007
340亿	m	1	0.000007
341.46亿	m	1	0.000007
3459.76亿	m	1	0.000007
349.9亿	m	1	0.000007
35.03万	m	1	0.000007
35.7亿	m	1	0.000007
35.8亿	m	1	0.000007
3500万	m	1	0.000007
350万	m	1	0.000007
352万	m	1	0.000007
3540.82亿	m	1	0.000007
354亿	m	1	0.000007
3563.5亿	m	1	0.000007
3574.1亿	m	1	0.000007
358万	m	1	0.000007
35万	m	1	0.000007
35亿	m	1	0.000007
36.48亿	m	1	0.000007
36.5万	m	1	0.000007
36.8亿	m	1	0.000007
3606万	m	1	0.000007
361.43亿	m	1	0.000007
361亿	m	1	0.000007
363万	m	1	0.000007
364.56亿	m	1	0.000007
366亿	m	1	0.000007
37.58亿	m	1	0.000007
37.81万	m	1	0.000007
3743.71亿	m	1	0.000007
3744.57亿	m	1	0.000007
375.4亿	m	1	0.000007
3756万	m	1	0.000007
378.49亿	m	1	0.000007
37亿	m	1	0.000007
38.1亿	m	1	0.000007
38.5亿	m	1	0.000007
38.72亿	m	1	0.000007
38.7亿	m	1	0.000007
38.8亿	m	1	0.000007
3800万	m	1	0.000007
3818.42亿	m	1	0.000007
3847.8亿	m	1	0.000007
3849.49亿	m	1	0.000007
386.3亿	m	1	0.000007
386万	m	1	0.000007
387.7万	m	1	0.000007
3887.77亿	m	1	0.000007
389.71亿	m	1	0.000007
3895万	m	1	0.000007
39.04亿	m	1	0.000007
39.1亿	m	1	0.000007
39.97万	m	1	0.000007
391.07亿	m	1	0.000007
39251.73亿	m	1	0.000007
393亿	m	1	0.000007
3949.04亿	m	1	0.000007
395.71亿	m	1	0.000007
395.7亿	m	1	0.000007
396万	m	1	0.000007
39万	m	1	0.000007
3D	n	1	0.000007
3Mbps	n	1	0.000007
4.04亿	m	1	0.000007
4.12亿	m	1	0.000007
4.2亿	m	1	0.000007
4.42万	m	1	0.000007
4.4亿	m	1	0.000007
4.5万	m	1	0.000007
4.65万	m	1	0.000007
4.67亿	m	1	0.000007
4.6万	m	1	0.000007
4.6亿	m	1	0.000007
4.72万亿	m	1	0.000007
4.72亿	m	1	0.000007
4.95亿	m	1	0.000007
40.21亿	m	1	0.000007
40.2万	m	1	0.000007
40.7亿	m	1	0.000007
40.96亿	m	1	0.000007
4000万	m	1	0.000007
405万	m	1	0.000007
40982.48亿	m	1	0.000007
409万	m	1	0.000007
41.97亿	m	1	0.000007
412.07亿	m	1	0.000007
413万	m	1	0.000007
414.7亿	m	1	0.000007
414万	m	1	0.000007
418.14亿	m	1	0.000007
418.4亿	m	1	0.000007
4184.02亿	m	1	0.000007
42.45亿	m	1	0.000007
421.25亿	m	1	0.000007
421.31亿	m	1	0.000007
423.9亿	m	1	0.000007
425.7亿	m	1	0.000007
4250亿	m	1	0.000007
427.63亿	m	1	0.000007
42908.09亿	m	1	0.000007
42万	m	1	0.000007
43.0亿	m	1	0.000007
43.4亿	m	1	0.000007
43.9亿	m	1	0.000007
430万	m	1	0.000007
431.4亿	m	1	0.000007
432.7亿	m	1	0.000007
433.26亿	m	1	0.000007
4367.58亿	m	1	0.000007
4368.04亿	m	1	0.000007
439亿	m	1	0.000007
44.1亿	m	1	0.000007
44.68万	m	1	0.000007
44.7亿	m	1	0.000007
442.6亿	m	1	0.000007
444.49亿	m	1	0.000007
445.9亿	m	1	0.000007
4458.6亿	m	1	0.000007
4463万	m	1	0.000007
447.4亿	m	1	0.000007
4471万	m	1	0.000007
4493万	m	1	0.000007
45-49	m	1	0.000007
45.7亿	m	1	0.000007
45.9亿	m	1	0.000007
450万	m	1	0.000007
453.9亿	m	1	0.000007
4564.13亿	m	1	0.000007
456万	m	1	0.000007
4581万	m	1	0.000007
4595万	m	1	0.000007
46.4亿	m	1	0.000007
46.7亿	m	1	0.000007
46.8亿	m	1	0.000007
461.3亿	m	1	0.000007
463.89亿	m	1	0.000007
46526万	m	1	0.000007
4657万	m	1	0.000007
466.9亿	m	1	0.000007
4667亿	m	1	0.000007
4673万	m	1	0.000007
469.7亿	m	1	0.000007
46万	m	1	0.000007
46亿	m	1	0.000007
47.74亿	m	1	0.000007
471.3亿	m	1	0.000007
473.1亿	m	1	0.000007
4737万	m	1	0.000007
474.3亿	m	1	0.000007
475.6亿	m	1	0.000007
479.8亿	m	1	0.000007
48.2亿	m	1	0.000007
48.4亿	m	1	0.000007
480万	m	1	0.000007
483.33亿	m	1	0.000007
4831万	m	1	0.000007
486.95万亿	m	1	0.000007
4860万	m	1	0.000007
488.37亿	m	1	0.000007
4883.73亿	m	1	0.000007
489.56亿	m	1	0.000007
48万	m	1	0.000007
49.4亿	m	1	0.000007
4900亿	m	1	0.000007
4911.56亿	m	1	0.000007
494.4亿	m	1	0.000007
494万	m	1	0.000007
495.83亿	m	1	0.000007
495亿	m	1	0.000007
496.5亿	m	1	0.000007
497.5亿	m	1	0.000007
498.64亿	m	1	0.000007
4994万	m	1	0.000007
4A	n	1	0.000007
4D	n	1	0.000007
4∶6	m	1	0.000007
4万	m	1	0.000007
5.04亿	m	1	0.000007
5.07万	m	1	0.000007
5.18亿	m	1	0.000007
5.2万	m	1	0.000007
5.38万亿	m	1	0.000007
5.3亿	m	1	0.000007
5.43万	m	1	0.000007
5.4万	m	1	0.000007
5.5亿	m	1	0.000007
5.74亿	m	1	0.000007
5.83万	m	1	0.000007
50.8亿	m	1	0.000007
5000A	n	1	0.000007
5000万	m	1	0.000007
502.8万	m	1	0.000007
502万	m	1	0.000007
503.68亿	m	1	0.000007
5044万	m	1	0.000007
509.69亿	m	1	0.000007
51.3亿	m	1	0.000007
510.79亿	m	1	0.000007
510亿	m	1	0.000007
511.7亿	m	1	0.000007
5156.6万	m	1	0.000007
516万	m	1	0.000007
5196.12万	m	1	0.000007
52.1亿	m	1	0.000007
52.5万	m	1	0.000007
52.61亿	m	1	0.000007
5209.1亿	m	1	0.000007
524.82亿	m	1	0.000007
5254.38亿	m	1	0.000007
529.47万	m	1	0.000007
5293.24亿	m	1	0.000007
53.8万	m	1	0.000007
531.85亿	m	1	0.000007
5315万	m	1	0.000007
533.83亿	m	1	0.000007
533万	m	1	0.000007
5349万	m	1	0.000007
538.5万	m	1	0.000007
54.75万亿	m	1	0.000007
540万	m	1	0.000007
5420万	m	1	0.000007
5473.74万	m	1	0.000007
548.92亿	m	1	0.000007
55.3亿	m	1	0.000007
55.82亿	m	1	0.000007
550Gbps	n	1	0.000007
5556万	m	1	0.000007
557.8亿	m	1	0.000007
558.44亿	m	1	0.000007
56.45亿	m	1	0.000007
56.86亿	m	1	0.000007
561.8亿	m	1	0.000007
5619万	m	1	0.000007
57.18万	m	1	0.000007
57.2亿	m	1	0.000007
57.3亿	m	1	0.000007
57.81亿	m	1	0.000007
570.37亿	m	1	0.000007
570.49亿	m	1	0.000007
5712万	m	1	0.000007
572万	m	1	0.000007
575.3亿	m	1	0.000007
5750万	m	1	0.000007
5765.7亿	m	1	0.000007
579亿	m	1	0.000007
58.17万	m	1	0.000007
58.32亿	m	1	0.000007
58.3亿	m	1	0.000007
580.7亿	m	1	0.000007
580万	m	1	0.000007
583.1亿	m	1	0.000007
583万	m	1	0.000007
586万	m	1	0.000007
588.52亿	m	1	0.000007
59.1亿	m	1	0.000007
59.67万	m	1	0.000007
59.6亿	m	1	0.000007
59.8亿	m	1	0.000007
5929.91亿	m	1	0.000007
598万	m	1	0.000007
59亿	m	1	0.000007
5A	n	1	0.000007
5点	t	1	0.000007
5万	m	1	0.000007
6.17亿	m	1	0.000007
6.28亿	m	1	0.000007
6.2亿	m	1	0.000007
6.3万	m	1	0.000007
6.47万	m	1	0.000007
6.8万	m	1	0.000007
60.2亿	m	1	0.000007
6000万	m	1	0.000007
600万	m	1	0.000007
607.59亿	m	1	0.000007
60亿	m	1	0.000007
61.38万	m	1	0.000007
610.8万	m	1	0.000007
611.58亿	m	1	0.000007
614.4亿	m	1	0.000007
614.56亿	m	1	0.000007
617.35万	m	1	0.000007
61716.83亿	m	1	0.000007
618.1亿	m	1	0.000007
61万	m	1	0.000007
62.0亿	m	1	0.000007
62.27亿	m	1	0.000007
62.9亿	m	1	0.000007
6200万	m	1	0.000007
6210万	m	1	0.000007
625.73亿	m	1	0.000007
6276.58亿	m	1	0.000007
62万	m	1	0.000007
62亿	m	1	0.000007
631万	m	1	0.000007
633.03万	m	1	0.000007
6332万	m	1	0.000007
63555.25亿	m	1	0.000007
635亿	m	1	0.000007
63亿	m	1	0.000007
64-82	m	1	0.000007
64.26万	m	1	0.000007
64.3亿	m	1	0.000007
640.63亿	m	1	0.000007
641.9万	m	1	0.000007
642.85亿	m	1	0.000007
6446.14亿	m	1	0.000007
648l1029	n	1	0.000007
6496万	m	1	0.000007
65.9亿	m	1	0.000007
650.9亿	m	1	0.000007
6500万	m	1	0.000007
651.23万	m	1	0.000007
659.3亿	m	1	0.000007
662.89亿	m	1	0.000007
6653万	m	1	0.000007
667.76亿	m	1	0.000007
668.46万	m	1	0.000007
669.8亿	m	1	0.000007
67.2亿	m	1	0.000007
67.98亿	m	1	0.000007
673.45亿	m	1	0.000007
673.67亿	m	1	0.000007
67356.17亿	m	1	0.000007
68.12亿	m	1	0.000007
68.16亿	m	1	0.000007
681.23亿	m	1	0.000007
684万	m	1	0.000007
687万	m	1	0.000007
6896万	m	1	0.000007
69.7亿	m	1	0.000007
6∶4	m	1	0.000007
6日	t	1	0.000007
6万	m	1	0.000007
6亿	m	1	0.000007
7.16万	m	1	0.000007
7.27亿	m	1	0.000007
7.36亿	m	1	0.000007
7.41亿	m	1	0.000007
7.47亿	m	1	0.000007
7.48万	m	1	0.000007
7.5亿	m	1	0.000007
7.66万	m	1	0.000007
7.83亿	m	1	0.000007
7.8亿	m	1	0.000007
7.91万	m	1	0.000007
70.3万	m	1	0.000007
7000亿	m	1	0.000007
7006万	m	1	0.000007
701.05万	m	1	0.000007
702.87万	m	1	0.000007
704.99亿	m	1	0.000007
709.88万	m	1	0.000007
7092万	m	1	0.000007
71.5亿	m	1	0.000007
7144万	m	1	0.000007
715.18亿	m	1	0.000007
7159.36亿	m	1	0.000007
716.42万	m	1	0.000007
71万	m	1	0.000007
72.63亿	m	1	0.000007
7227万	m	1	0.000007
725.67亿	m	1	0.000007
73.2亿	m	1	0.000007
73.74亿	m	1	0.000007
73.7亿	m	1	0.000007
7373万	m	1	0.000007
7387.32亿	m	1	0.000007
74.2亿	m	1	0.000007
74.9亿	m	1	0.000007
7435.21万	m	1	0.000007
7454万	m	1	0.000007
748.2万	m	1	0.000007
75.7万	m	1	0.000007
75.84万亿	m	1	0.000007
750亿	m	1	0.000007
752万	m	1	0.000007
752亿	m	1	0.000007
7580.99亿	m	1	0.000007
762.4亿	m	1	0.000007
7656万	m	1	0.000007
77.9亿	m	1	0.000007
774.8亿	m	1	0.000007
776万	m	1	0.000007
78.3亿	m	1	0.000007
7815亿	m	1	0.000007
786.21万	m	1	0.000007
7870.84万	m	1	0.000007
7883.5亿	m	1	0.000007
79.2亿	m	1	0.000007
7912.77亿	m	1	0.000007
793.66万	m	1	0.000007
7∶3	m	1	0.000007
7月份	t	1	0.000007
8.07亿	m	1	0.000007
8.0亿	m	1	0.000007
8.3亿	m	1	0.000007
8.43亿	m	1	0.000007
8.4亿	m	1	0.000007
8.56亿	m	1	0.000007
8.6亿	m	1	0.000007
8.78万	m	1	0.000007
8.84亿	m	1	0.000007
8.87亿	m	1	0.000007
8.93亿	m	1	0.000007
80-21-33612683	m	1	0.000007
80.1亿	m	1	0.000007
800.4万	m	1	0.000007
800MHz	n	1	0.000007
800亿	m	1	0.000007
8013.1亿	m	1	0.000007
80万	m	1	0.000007
80亿	m	1	0.000007
81.8亿	m	1	0.000007
812.29亿	m	1	0.000007
813.31亿	m	1	0.000007
817.58万	m	1	0.000007
81万	m	1	0.000007
82.8亿	m	1	0.000007
82.95亿	m	1	0.000007
820.64亿	m	1	0.000007
8209万	m	1	0.000007
8234万	m	1	0.000007
8270万	m	1	0.000007
827万	m	1	0.000007
82万	m	1	0.000007
83.47万	m	1	0.000007
838.09亿	m	1	0.000007
8393万	m	1	0.000007
8437万	m	1	0.000007
8497万	m	1	0.000007
85亿	m	1	0.000007
86.5千	m	1	0.000007
86万	m	1	0.000007
87.5亿	m	1	0.000007
87.92万	m	1	0.000007
87.99亿	m	1	0.000007
88.3亿	m	1	0.000007
88.4亿	m	1	0.000007
88.8亿	m	1	0.000007
888万	m	1	0.000007
89.2万亿	m	1	0.000007
895.31亿	m	1	0.000007
896.1亿	m	1	0.000007
89分	t	1	0.000007
8Tbps	n	1	0.000007
8∶2	m	1	0.000007
8：30--11：30	m	1	0.000007
9.02亿	m	1	0.000007
9.1亿	m	1	0.000007
9.2亿	m	1	0.000007
9.6亿	m	1	0.000007
9.79亿	m	1	0.000007
9.7亿	m	1	0.000007
9.82亿	m	1	0.000007
9.8亿	m	1	0.000007
90.1亿	m	1	0.000007
90.6亿	m	1	0.000007
900万	m	1	0.000007
902.9万	m	1	0.000007
905.98万	m	1	0.000007
909万	m	1	0.000007
90亿	m	1	0.000007
91.23亿	m	1	0.000007
91.56亿	m	1	0.000007
918.96亿	m	1	0.000007
92.6亿	m	1	0.000007
92.92亿	m	1	0.000007
92万	m	1	0.000007
93.18亿	m	1	0.000007
93.5亿	m	1	0.000007
93万	m	1	0.000007
94.2亿	m	1	0.000007
942.8亿	m	1	0.000007
94376.25万	m	1	0.000007
95.4亿	m	1	0.000007
952.53亿	m	1	0.000007
952.7万	m	1	0.000007
9552.24亿	m	1	0.000007
958.5万	m	1	0.000007
96.8亿	m	1	0.000007
960.24万	m	1	0.000007
965.12亿	m	1	0.000007
966万	m	1	0.000007
970.43万	m	1	0.000007
9700亿	m	1	0.000007
9710万	m	1	0.000007
974.16万	m	1	0.000007
9741万	m	1	0.000007
976万	m	1	0.000007
97年	t	1	0.000007
9817万	m	1	0.000007
9827万	m	1	0.000007
984.2亿	m	1	0.000007
985.3亿	m	1	0.000007
99.61亿	m	1	0.000007
9941.99亿	m	1	0.000007
9947.56亿	m	1	0.000007
A11	n	1	0.000007
A4	n	1	0.000007
AA	n	1	0.000007
API	n	1	0.000007
ARJ21	n	1	0.000007
BELLE	n	1	0.000007
Columbia	nz	1	0.000007
DG	TJ08/n	1	0.000007
EDI	n	1	0.000007
GIS	n	1	0.000007
H1N1	n	1	0.000007
IMS	n	1	0.000007
IT	rzt	1	0.000007
ITU	n	1	0.000007
IaaS	n	1	0.000007
JAVA	nz	1	0.000007
Jean	nz	1	0.000007
KTV	n	1	0.000007
LBS	n	1	0.000007
Mbps	n	1	0.000007
OLED	n	1	0.000007
Omicron	v	1	0.000007
PC	n	1	0.000007
PDP	n	1	0.000007
